ship_mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Total,Quantity,Discount,Profit,Rating,Time
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2,0,9.936,5.5,19:55
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Paper,28.9,5,0,14.161,6.8,18:43
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Envelopes,27.18,1,0,12.7746,6.6,10:35
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,465.18,3,0,120.9468,9.8,18:29
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3,0,9.8901,8.7,14:19
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,51.45,3,0,13.8915,5.4,16:21
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,7.83,3,0,3.6018,7.9,19:05
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,35.4,5,0,13.452,9.7,20:02
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Paper,29.9,5,0,13.455,7.8,10:20
Standard Class,Consumer,United States,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,17.48,2,0,8.2156,5.1,17:04
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,79.14,3,0,36.4044,6.5,12:28
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,8.4,5,0,4.2,5.9,20:20
Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,498.26,7,0,134.5302,8.8,19:01
Standard Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Bookcases,212.94,3,0,57.4938,4.9,15:14
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0,197.9208,4.4,11:07
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,0,2.299,6.5,19:52
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,0,20.7312,8.3,18:44
Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,166.44,3,0,79.8912,8.5,17:39
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,36.56,5,0.2,12.796,5.5,14:35
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968,8.7,15:52
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,353.568,2,0.2,-44.196,7.9,14:53
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,81.98,2,0,40.1702,6.1,18:31
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,14.624,2,0.2,5.1184,5.4,11:53
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,697.16,5,0.2,8.7145,9.4,15:04
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,30.93,1,0,12.6813,8.2,10:24
Second Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,27.496,7,0.2,9.2799,6.2,15:00
Standard Class,Corporate,United States,Texarkana,Arkansas,71854,South,Furniture,Chairs,605.34,6,0,145.2816,9.7,20:39
First Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,210.008,1,0.2,2.6251,4,17:21
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Appliances,54.96,3,0,15.9384,9.7,20:40
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,164.22,3,0,50.9082,5.3,19:19
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Bookcases,362.94,3,0,36.294,7.4,15:54
Standard Class,Consumer,United States,Columbia,Maryland,21044,East,Technology,Accessories,59.98,2,0,26.3912,6.5,9:05
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,332.94,3,0,6.6588,8.7,17:55
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,39.872,2,0.2,12.9584,8,13:06
Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,13.68,2,0,3.6936,6.7,20:21
Standard Class,Corporate,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406,6.5,14:57
First Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,10.44,1,0,4.8024,4.1,9:40
Second Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,136.464,2,0.2,15.3522,4.9,13:02
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,333.576,3,0.2,33.3576,8.6,16:29
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,12.544,2,0.2,4.704,4.3,19:56
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584,4.9,18:34
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,43.5,3,0,10.875,5.6,17:54
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872,5.8,9:41
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Accessories,249.95,5,0,19.996,6,20:27
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,49.12,4,0,23.0864,4.2,12:17
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3,0,53.0439,8.3,16:03
Second Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Binders,107.648,2,0.2,33.64,5.7,16:48
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098,4.8,10:03
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Furnishings,33.568,2,0.2,-5.4548,6.8,12:09
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Paper,10.56,2,0,4.752,8.8,19:03
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Paper,38.88,6,0,18.6624,4.2,15:41
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,35.2,5,0,16.544,6.4,14:02
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,45.528,3,0.2,15.9348,8.4,19:30
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,196.776,3,0.2,14.7582,7.2,11:40
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,2.92,2,0.8,-4.818,5.2,19:33
First Class,Home Office,United States,Houston,Texas,77036,Central,Furniture,Tables,200.795,1,0.3,-22.948,8.9,19:56
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,46.688,4,0.2,-2.918,9,9:44
First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Art,21.864,3,0.2,3.5529,9.7,12:13
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,11.76,2,0,5.7624,8.7,13:17
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,167.94,3,0,82.2906,6.5,13:09
First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,3.89,1,0,1.0114,6.9,14:24
Standard Class,Home Office,United States,Yonkers,New York,10701,East,Technology,Machines,52.44,4,0,24.1224,6.2,12:51
Same Day,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,32.36,4,0,11.6496,5.6,10:01
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,406.6,5,0,113.848,5.7,18:08
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Furnishings,27.92,4,0,8.0968,4.2,10:02
Same Day,Corporate,United States,Los Angeles,California,90008,West,Furniture,Tables,399.672,7,0.2,-14.9877,7.9,16:02
First Class,Home Office,United States,Miami,Florida,33142,South,Office Supplies,Binders,3.744,4,0.7,-2.6208,8.7,17:14
Second Class,Consumer,United States,Burlington,Vermont,5408,East,Furniture,Chairs,715.2,3,0,178.8,6.9,14:54
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,159.8,4,0,70.312,9.5,9:46
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Technology,Accessories,44.75,5,0,8.5025,4.4,16:23
Standard Class,Home Office,United States,Odessa,Texas,79762,Central,Furniture,Chairs,340.116,6,0.3,-9.7176,7,14:13
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,0,48.5392,6.3,11:26
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,13.48,1,0,1.8872,9.7,19:58
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,85.52,2,0,22.2352,8.8,19:36
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.16,2,0,2.9568,5.1,14:03
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.84,3,0,17.3148,7.9,15:02
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,15.84,3,0,0,6.2,9:25
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Labels,44.4,3,0,22.2,7.1,15:49
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.24,9,0.2,7.434,6.4,20:26
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,0.7,-7.3232,5.7,13:42
First Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Bookcases,89.991,3,0.7,-152.9847,9.6,10:01
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,163.96,4,0,80.3404,6.4,13:58
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,0.2,6.2664,7.9,16:37
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,966.7,5,0.3,-13.81,6.5,12:53
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,0.2,61.4628,8.5,19:05
First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,4.464,1,0.2,0.3348,9.1,9:36
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.4764,7.6,12:28
Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.4,8,0,23.184,6.9,13:54
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,0.2,32.4684,9.5,18:49
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,14.89,1,0,4.0203,5.2,11:52
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.92,8,0,135.98,4.2,18:06
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Envelopes,4.08,2,0,1.9176,7,9:31
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Labels,18.9,3,0,8.694,6,18:31
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Tables,2275.5,10,0,386.835,4.7,9:54
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,1979.7,6,0,653.301,7.1,11:34
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,62.1,6,0,29.808,5.9,20:30
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656,7.5,20:38
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,6.4,13:29
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.95,5,0,28.959,5.8,17:37
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.37,3,0,80.0199,4.5,16:20
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.98,2,0,1.999,7.7,18:52
First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.3998,6.7,9:33
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.04,5,0.2,3.912,4.7,17:33
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782,4.4,17:38
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,0.2,3.3408,4.7,10:32
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Supplies,28.048,2,0.2,3.506,8.6,9:17
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,64.96,2,0,21.4368,4.3,16:34
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,0,14.9744,9.6,19:13
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,187.056,9,0.2,11.691,4.1,19:56
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,0.2,1.3284,4.7,20:58
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,9.656,1,0.2,1.5691,7.8,13:13
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5.5,11:51
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,0.7,-21.888,9.7,20:11
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.7836,4.4,15:15
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,5,19:07
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,19.76,2,0.2,5.928,4.4,9:12
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.96,2,0,7.98,5.2,13:15
Standard Class,Consumer,United States,Lakewood,California,90712,West,Office Supplies,Art,16.9,5,0,6.253,7.3,13:15
Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,25.08,6,0,9.0288,4.9,9:40
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.68,2,0,2.004,8.1,11:57
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.44,3,0,9.3312,8.4,20:46
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.92,2,0.2,2.394,5.5,9:47
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.7488,8.4,20:08
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.94,1,0,24.9366,9.8,14:08
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.6,5,0.2,20.4525,6.7,16:53
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.72,4,0,6.5888,9.4,19:05
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,10.68,4,0,4.0584,6.4,17:51
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,17.34,3,0,8.4966,5.4,16:04
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,3.38,1,0,1.5548,8.6,15:54
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.976,4,0.2,8.7672,4,18:46
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,307.776,7,0.2,111.5688,7.6,12:32
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.55,5,0,4.891,6.8,19:40
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.24,6,0,5.7528,9.1,14:32
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.98,2,0,6.0114,5.5,16:42
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5,0,53.997,7.9,12:30
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508,8.5,13:19
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.96,5,0.2,16.7475,9.1,18:42
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.95,1,0,2.2365,7.5,12:29
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,725.84,4,0,210.4936,5.2,16:02
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,10.896,3,0.2,3.9498,9.5,18:33
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,8.544,2,0.2,2.8836,8.9,19:46
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.34,3,0,15.5232,7.8,19:39
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.9,5,0,19.95,8.9,9:13
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.5514,7.7,12:41
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.92,4,0.2,15.196,9.3,18:39
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.0782,6.2,9:16
First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.28,8,0,41.0216,7.6,17:56
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,279.456,6,0.2,20.9592,7.3,15:19
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,8,2,0,3.84,4.7,18:22
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,27.24,5,0.2,9.534,5.1,18:11
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,16.36,1,0,1.636,4.8,15:44
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,15.78,2,0,0.6312,6.6,19:41
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,45.98,2,0,12.8744,5.5,9:40
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,198.272,8,0.2,-32.2192,8.5,16:33
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5,0.2,54.057,4.8,15:44
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.56,6,0,23.9904,8.4,16:34
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.96,2,0,22.9488,7.8,15:37
Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,64.864,4,0.2,6.4864,9.3,9:02
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.2293,5.2,20:17
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,88.776,3,0.2,7.7679,6.5,19:12
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,11.56,4,0,5.4332,5.6,18:09
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,15.58,1,0,3.895,7.4,11:10
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.7064,9.1,17:07
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.96,2,0,71.2296,8,10:39
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.9,3,0,79.794,7.2,18:22
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,7.1,17:25
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.4722,9.1,14:33
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,5.6,10:04
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,98.16,6,0,9.816,6,17:31
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,31.44,3,0,7.86,5.4,18:21
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147,7.8,19:53
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.2288,9.9,15:00
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,15.54,3,0,7.6146,4.9,18:55
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,105.552,6,0.2,35.6238,5.2,20:03
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.92,5,0.2,9.072,8.9,17:07
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.3352,9.1,13:34
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.7584,7,17:27
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,358.2,3,0.4,41.79,9.6,19:53
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.916,14,0.4,72.7888,8.7,18:57
Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,40.41,9,0,18.5886,9.4,18:44
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,167.976,3,0.2,10.4985,4,18:16
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,109.53,3,0,47.0979,7.5,19:39
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,9.82,2,0,4.8118,4.2,10:56
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.352,3,0.2,9.5526,9.9,10:38
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.5,6,0,10.8,4.2,10:36
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.96,2,0,4.5816,9.9,10:42
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,213.08,7,0,102.2784,5.8,12:39
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.88,6,0,235.9524,6,19:57
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,21.98,7,0,9.891,10,16:06
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,63.2,5,0,23.384,9.5,13:01
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,39,12,0,11.31,6.6,19:00
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,8.1,15:18
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,556.665,5,0.15,6.549,9.7,16:03
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,71.98,2,0,15.1158,7.2,9:04
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,79.98,2,0,26.3934,6.2,10:06
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.71,7.3,15:45
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.3104,4.3,17:46
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.96,5,0.2,55.745,4.6,19:07
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,36.24,1,0,15.2208,5.8,14:05
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,10.65,3,0,5.0055,8.3,17:39
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,87.92,4,0,40.4432,8,12:42
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.424,1,0.2,8.409,9.4,14:42
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,90.48,3,0.2,33.93,6.2,16:12
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.76,1,0,11.1176,9.8,15:40
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.08,7,0.2,3.528,9.6,12:28
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,101.34,3,0,8.1072,4.9,16:20
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.75,5,0,62.93,8,11:00
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752,7.8,20:10
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,4.1,14:35
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.9964,5.5,18:45
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.36,2,0,7.68,5.4,17:28
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,5.1,9:13
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.0384,6.9,9:38
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.782,3,0.4,-60.8361,7.8,16:10
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2,0.2,1.1994,6.6,20:27
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.232,3,0.2,3.9312,9.2,19:03
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.4,5,0,11.88,7.8,19:23
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.52,2,0,1.0208,8.7,17:08
First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1649.95,5,0,659.98,9.2,17:45
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.9,6,0,51.474,8.3,13:05
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.165,5,0.15,35.245,8.2,14:58
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,46.53,3,0,12.0978,7.5,14:37
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999,9.8,14:34
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,8.7,14:05
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.3716,6.7,16:10
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,5,18:26
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672,7,16:32
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.7,5,0,459.396,8.9,20:30
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270,3,0,97.2,8,18:02
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2,0.2,5.368,6.9,11:12
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867,7.3,19:11
